Date,Open,High,Low,Close,Adj Close,Volume
2020-02-28,1105.699951,1105.699951,980.099976,1025.099976,1024.324951,1035116
2020-03-02,1055.000000,1069.800049,1023.000000,1041.000000,1040.213135,491346
2020-03-03,1045.000000,1071.900024,1036.000000,1064.300049,1063.495361,346813
2020-03-04,1070.000000,1104.099976,1041.000000,1099.699951,1098.868652,457844
2020-03-05,1100.000000,1118.000000,1076.000000,1117.099976,1116.255493,422630
2020-03-06,1121.099976,1179.800049,1110.800049,1149.599976,1148.730835,815694
2020-03-10,1150.000000,1265.400024,1150.000000,1222.000000,1221.076294,1774880
2020-03-11,1246.000000,1248.400024,1200.000000,1210.699951,1209.784790,625458
2020-03-12,1220.000000,1222.400024,1115.300049,1123.000000,1122.151001,1090773
2020-03-13,1123.000000,1123.000000,1123.000000,1123.000000,1122.151001,0
2020-03-16,1123.000000,1123.000000,1123.000000,1123.000000,1122.151001,0
2020-03-17,999.000000,1030.000000,907.299988,995.500000,994.747437,2099523
2020-03-18,960.000000,1067.599976,960.000000,1008.599976,1007.837524,1263571
2020-03-19,1027.400024,1044.900024,917.299988,998.900024,998.144897,1506817
2020-03-20,1032.000000,1126.599976,1006.500000,1042.900024,1042.111694,1626600
2020-03-23,1022.200012,1166.300049,936.200012,1025.000000,1024.225098,2423972
2020-03-24,1053.099976,1212.000000,1052.400024,1190.599976,1189.699951,1563006
2020-03-25,1212.400024,1265.000000,1163.500000,1190.300049,1189.400269,1112058
2020-03-26,1188.000000,1255.900024,1151.099976,1240.900024,1239.961914,961185
2020-03-27,1259.000000,1275.000000,1211.000000,1270.099976,1269.139771,663932
2020-03-30,1275.000000,1394.599976,1210.000000,1376.000000,1374.959839,1128531
2020-03-31,1369.900024,1398.699951,1320.000000,1354.400024,1353.376099,1512852
2020-04-01,1349.900024,1370.900024,1282.300049,1283.500000,1282.529663,1148658
2020-04-02,1299.900024,1344.800049,1280.000000,1333.300049,1332.292114,887658
2020-04-03,1333.300049,1339.300049,1288.000000,1297.400024,1296.419189,697265
