Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,504.000000,504.000000,377.000000,484.100006,464.391754,857735
2020-03-02,498.600006,518.000000,485.000000,517.900024,496.815735,388496
2020-03-09,517.900024,517.900024,412.500000,490.000000,470.051544,504970
2020-03-16,490.000000,490.000000,381.000000,388.000000,372.204102,1123140
2020-03-23,387.799988,417.000000,360.200012,387.399994,371.628510,1086269
2020-03-30,380.000000,393.500000,365.100006,365.100006,350.236389,704211
2020-04-06,368.700012,386.000000,365.000000,379.500000,364.050140,777317
2020-04-13,379.500000,380.200012,330.299988,337.000000,323.280365,993368
2020-04-20,337.000000,369.000000,332.700012,352.200012,337.861572,685927
2020-04-27,353.399994,373.899994,353.399994,363.700012,348.893372,758180
2020-05-04,365.500000,367.600006,356.200012,362.000000,347.262573,307737
2020-05-11,362.000000,364.700012,341.000000,345.100006,331.050598,328281
2020-05-18,345.299988,359.700012,333.000000,343.399994,329.419800,2151270
2020-05-25,346.700012,355.000000,340.000000,340.000000,326.158234,1968153
2020-06-01,346.000000,412.000000,346.000000,408.000000,391.389862,4702177
2020-06-08,411.799988,429.899994,400.299988,412.600006,395.802612,2279311
2020-06-15,404.399994,419.600006,387.700012,387.700012,371.916321,1255627
2020-06-22,391.899994,411.899994,391.899994,407.799988,391.197998,1052586
2020-06-29,407.000000,413.799988,398.200012,404.399994,387.936432,674843
2020-07-06,408.000000,409.799988,395.100006,400.200012,383.907440,410053
2020-07-13,401.700012,404.899994,387.000000,399.000000,382.756256,451410
2020-07-20,399.000000,453.799988,397.399994,446.200012,428.034729,2394153
2020-07-27,446.399994,454.000000,425.399994,435.799988,418.058075,1489155
2020-08-03,431.299988,494.000000,431.299988,465.799988,446.836761,2378891
2020-08-10,469.000000,481.100006,460.100006,468.399994,449.330902,815122
2020-08-17,471.799988,502.799988,462.600006,502.600006,482.138611,1241499
2020-08-24,503.000000,598.900024,503.000000,557.000000,534.323914,4228196
2020-08-31,565.000000,584.900024,556.099976,562.799988,539.887756,1560994
2020-09-07,565.299988,592.000000,548.000000,583.000000,559.265442,1166125
2020-09-14,584.799988,591.000000,573.599976,580.700012,557.059082,827597
2020-09-21,580.599976,654.099976,575.099976,628.799988,603.200867,2387539
2020-09-28,628.000000,694.900024,628.000000,682.700012,654.906555,2781801
2020-10-05,685.000000,720.000000,654.000000,658.000000,631.212097,2178109
2020-10-12,660.700012,696.200012,625.099976,687.000000,659.031494,2182703
2020-10-19,673.799988,681.099976,653.000000,676.299988,648.767090,862719
2020-10-26,680.000000,775.000000,660.000000,680.500000,652.796082,1284529
2020-11-02,680.000000,711.299988,675.000000,685.799988,657.880310,875519
2020-11-09,688.700012,715.000000,670.000000,706.799988,678.025391,2194295
2020-11-16,709.900024,737.000000,692.000000,718.500000,689.249084,2515925
2020-11-23,722.400024,727.000000,686.099976,701.200012,701.200012,1145887
2020-11-30,710.000000,759.599976,690.099976,735.000000,735.000000,1835511
2020-12-07,740.000000,749.700012,704.200012,716.500000,716.500000,888154
2020-12-14,720.000000,725.900024,696.299988,702.799988,702.799988,613347
2020-12-21,705.500000,725.299988,665.799988,715.299988,715.299988,1019949
2020-12-28,717.400024,718.599976,705.099976,712.000000,712.000000,322499
2021-01-04,718.000000,726.900024,713.799988,715.700012,715.700012,376111
2021-01-11,719.000000,745.000000,702.900024,715.700012,715.700012,1012290
2021-01-18,742.099976,742.099976,702.200012,719.099976,719.099976,647104
2021-01-25,717.500000,747.000000,715.500000,729.900024,729.900024,664267
2021-02-01,710.700012,742.000000,710.700012,732.599976,732.599976,616073
2021-02-08,733.799988,870.000000,733.799988,780.700012,780.700012,5032771
2021-02-15,786.000000,843.000000,786.000000,826.299988,826.299988,2185793
2021-02-22,828.200012,837.000000,810.000000,823.500000,823.500000,683470
2021-03-01,826.799988,888.400024,816.200012,816.200012,816.200012,1404232
2021-03-08,816.200012,828.000000,722.099976,726.599976,726.599976,6970496
2021-03-15,730.000000,757.599976,727.400024,740.000000,740.000000,1629643
