Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,908.000000,909.599976,807.400024,814.599976,731.615784,9746744
2020-03-02,832.599976,846.799988,792.599976,808.599976,726.227051,9536610
2020-03-09,808.599976,856.599976,770.000000,776.799988,697.666504,10124248
2020-03-16,776.799988,845.799988,762.000000,812.599976,729.819519,8227182
2020-03-23,790.000000,892.000000,780.000000,825.400024,741.315674,7957431
2020-03-30,813.799988,885.000000,807.200012,882.000000,792.149658,7568692
2020-04-06,887.000000,905.000000,876.599976,900.000000,808.316040,5144152
2020-04-13,899.000000,901.400024,853.400024,864.599976,776.522217,4764256
2020-04-20,862.200012,880.799988,850.400024,862.400024,774.546387,5868071
2020-04-27,866.799988,892.400024,863.200012,889.599976,798.975464,4783192
2020-05-04,881.000000,883.400024,866.000000,871.400024,782.629517,3870558
2020-05-11,871.400024,871.400024,818.400024,824.200012,740.237854,5098974
2020-05-18,831.400024,895.799988,831.400024,872.000000,783.168396,5830612
2020-05-25,874.000000,940.000000,873.200012,934.599976,839.391296,7996048
2020-06-01,940.599976,954.599976,928.200012,949.000000,852.324341,5280398
2020-06-08,952.400024,956.599976,936.200012,939.000000,843.343018,6005610
2020-06-15,885.000000,897.000000,869.200012,872.200012,783.348022,8132289
2020-06-22,873.200012,878.000000,847.200012,852.400024,811.919739,4344663
2020-06-29,850.000000,887.799988,841.000000,885.000000,842.971619,3584213
2020-07-06,892.000000,906.000000,867.000000,880.000000,838.208984,4458090
2020-07-13,882.799988,891.000000,862.400024,878.799988,837.066040,3278012
2020-07-20,878.400024,901.599976,874.000000,894.000000,851.544189,4060142
2020-07-27,895.200012,928.599976,893.799988,907.200012,864.117310,4458849
2020-08-03,912.599976,946.000000,910.000000,924.000000,880.119446,4746608
2020-08-10,925.799988,978.000000,925.200012,965.799988,919.934387,5589743
2020-08-17,969.799988,974.000000,946.799988,959.599976,914.028809,3932346
2020-08-24,964.400024,969.000000,941.000000,944.200012,899.360229,3115194
2020-08-31,945.000000,959.400024,919.599976,942.000000,897.264709,6157651
2020-09-07,931.000000,975.200012,925.599976,969.400024,923.363525,6829332
2020-09-14,974.200012,998.200012,971.000000,981.000000,949.983459,5460337
2020-09-21,979.000000,985.799988,960.000000,983.799988,952.694885,4465157
2020-09-28,985.799988,1013.799988,975.599976,1002.000000,970.319458,4389512
2020-10-05,1004.400024,1012.000000,990.200012,1000.000000,968.382690,3451482
2020-10-12,1004.599976,1016.200012,984.400024,1005.400024,973.612000,1915212
2020-10-19,999.799988,1070.000000,982.000000,1063.599976,1029.971802,4832131
2020-10-26,1064.000000,1092.199951,1038.000000,1087.199951,1052.825684,5608838
2020-11-02,1085.000000,1124.800049,1065.400024,1090.599976,1056.118164,5358613
2020-11-09,1100.000000,1105.800049,1081.599976,1101.800049,1066.964111,5787395
2020-11-16,1114.800049,1134.800049,1095.400024,1104.199951,1069.288208,4366504
2020-11-23,1107.199951,1154.800049,1107.199951,1146.800049,1110.541382,5409308
2020-11-30,1145.000000,1187.599976,1119.599976,1181.000000,1143.660034,7959632
2020-12-07,1150.199951,1239.199951,1147.800049,1219.400024,1180.845947,10395870
2020-12-14,1235.000000,1294.000000,1203.400024,1264.599976,1264.599976,10012012
2020-12-21,1254.000000,1378.599976,1218.599976,1357.599976,1357.599976,5925906
2020-12-28,1356.199951,1392.599976,1310.199951,1318.000000,1318.000000,4850447
2021-01-04,1324.000000,1364.000000,1298.599976,1328.599976,1328.599976,3660507
2021-01-11,1372.000000,1394.400024,1303.000000,1352.199951,1352.199951,8401570
2021-01-18,1352.000000,1365.199951,1304.000000,1322.800049,1322.800049,6238756
2021-01-25,1328.000000,1337.000000,1252.599976,1259.400024,1259.400024,7515703
2021-02-01,1271.599976,1313.000000,1263.800049,1283.400024,1283.400024,5649255
2021-02-08,1288.000000,1306.400024,1247.599976,1285.000000,1285.000000,4149088
2021-02-15,1290.000000,1319.400024,1277.000000,1308.400024,1308.400024,4456024
2021-02-22,1320.000000,1368.199951,1292.400024,1342.800049,1342.800049,7263041
2021-03-01,1372.800049,1380.199951,1321.599976,1329.199951,1329.199951,5865938
2021-03-08,1329.199951,1414.400024,1286.599976,1406.199951,1406.199951,6375568
2021-03-15,1398.800049,1450.800049,1398.800049,1429.199951,1429.199951,1618563
