Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,2252.000000,2264.500000,1893.000000,2070.500000,2068.315918,1399543
2020-03-02,2111.500000,2166.000000,1998.000000,2000.000000,1997.890259,1678843
2020-03-09,2000.000000,2000.000000,1632.500000,1643.000000,1641.266846,1524422
2020-03-16,1643.000000,2045.500000,1635.000000,1951.500000,1949.441406,1897753
2020-03-23,1991.500000,2258.000000,1851.000000,1978.000000,1975.913452,2546735
2020-03-30,1980.000000,2500.000000,1960.000000,2230.000000,2227.647461,1673799
2020-04-06,2249.000000,2432.000000,2183.000000,2224.000000,2221.654053,1546980
2020-04-13,2200.000000,2239.000000,2080.000000,2113.000000,2110.770996,1318200
2020-04-20,2119.500000,2237.000000,2028.500000,2147.000000,2144.735107,1568496
2020-04-27,2160.000000,2240.000000,2153.500000,2200.500000,2198.178711,906701
2020-05-04,2178.000000,2270.000000,2138.000000,2227.000000,2224.650879,1046450
2020-05-11,2227.000000,2257.000000,2151.000000,2151.000000,2148.730957,830209
2020-05-18,2161.500000,2224.500000,2161.500000,2192.500000,2190.187012,1208860
2020-05-25,2204.000000,2253.500000,2080.000000,2089.000000,2086.796387,2276693
2020-06-01,2037.000000,2185.000000,2037.000000,2136.000000,2135.264648,1444177
2020-06-08,2130.000000,2421.000000,2052.000000,2345.000000,2344.192627,2876545
2020-06-15,2352.000000,2398.000000,2232.000000,2282.500000,2281.714111,1567191
2020-06-22,2276.500000,2492.000000,2222.000000,2482.000000,2481.145508,1176257
2020-06-29,2486.000000,2576.500000,2461.500000,2566.000000,2565.116699,685252
2020-07-06,2571.000000,2679.000000,2460.000000,2549.500000,2548.622314,1185745
2020-07-13,2536.500000,2578.000000,2430.500000,2521.500000,2520.631836,866473
2020-07-20,2521.000000,2796.500000,2475.000000,2790.000000,2789.039551,1122394
2020-07-27,2790.000000,2875.000000,2760.000000,2790.000000,2789.039551,697769
2020-08-03,2780.000000,2859.000000,2601.000000,2845.000000,2844.020508,557811
2020-08-10,2840.500000,2889.000000,2751.000000,2815.000000,2814.030762,940556
2020-08-17,2836.000000,2882.000000,2772.500000,2797.500000,2796.536865,671058
2020-08-24,2790.500000,2884.500000,2690.000000,2710.000000,2709.066895,581349
2020-08-31,2724.500000,2750.000000,2577.000000,2672.000000,2671.080078,1080950
2020-09-07,2679.000000,2700.000000,2561.500000,2597.000000,2596.105957,812675
2020-09-14,2611.500000,2861.000000,2593.500000,2842.000000,2841.021484,1383266
2020-09-21,2828.000000,3050.000000,2806.000000,2972.500000,2971.476563,1352852
2020-09-28,2982.500000,3015.000000,2806.000000,2877.000000,2876.009521,689119
2020-10-05,2890.000000,2938.500000,2810.000000,2819.000000,2818.029541,633442
2020-10-12,2834.500000,3036.500000,2821.000000,3008.500000,3007.464355,583188
2020-10-19,3081.000000,3140.000000,2926.000000,2983.000000,2981.973145,741458
2020-10-26,2999.000000,3087.000000,2701.000000,2797.500000,2796.536865,1582150
2020-11-02,2788.000000,2893.500000,2730.000000,2858.000000,2857.016113,1120898
2020-11-09,2860.500000,2897.500000,2658.000000,2760.000000,2759.049805,1734828
2020-11-16,2798.000000,2812.000000,2670.500000,2672.000000,2671.080078,1211304
2020-11-23,2673.500000,2799.000000,2580.000000,2772.500000,2771.545410,2664300
2020-11-30,2769.500000,2860.000000,2710.000000,2778.000000,2777.043701,2126571
2020-12-07,2782.000000,2888.000000,2702.500000,2862.000000,2861.014648,2173436
2020-12-14,2865.000000,2909.000000,2733.000000,2742.000000,2741.055908,2126580
2020-12-21,2747.000000,2770.000000,2653.000000,2735.500000,2735.500000,1120286
2020-12-28,2734.500000,2765.000000,2727.000000,2750.500000,2750.500000,510953
2021-01-04,2753.500000,2878.000000,2741.500000,2800.000000,2800.000000,1046643
2021-01-11,2813.500000,2850.000000,2687.000000,2700.000000,2700.000000,1496622
2021-01-18,2700.000000,2835.000000,2692.500000,2801.500000,2801.500000,1300190
2021-01-25,2804.500000,2825.000000,2679.500000,2699.000000,2699.000000,1135348
2021-02-01,2707.500000,2714.000000,2616.500000,2628.000000,2628.000000,1471581
2021-02-08,2644.000000,2669.500000,2540.000000,2592.500000,2592.500000,1724895
2021-02-15,2607.500000,2678.000000,2561.500000,2567.500000,2567.500000,1779407
2021-02-22,2590.000000,2600.000000,2440.500000,2444.000000,2444.000000,1496022
2021-03-01,2408.000000,2490.000000,2405.000000,2436.500000,2436.500000,1906984
2021-03-08,2436.500000,2515.000000,2414.000000,2484.000000,2484.000000,1312813
2021-03-15,2488.500000,2527.500000,2467.500000,2477.000000,2477.000000,453069
